Country_Name,Year,Access_to_electricity_(%_of_population),"Adjusted_net_enrollment_rate,_primary_(%_of_primary_school_age_children)",Adjusted_net_national_income_(constant_2015_US$),Adjusted_net_national_income_per_capita_(annual_%_growth),Adjusted_net_national_income_per_capita_(constant_2015_US$),"Annualized_average_growth_rate_in_per_capita_real_survey_mean_consumption_or_income,_bottom_40%_of_population_(%)","Annualized_average_growth_rate_in_per_capita_real_survey_mean_consumption_or_income,_total_population_(%)",CPIA_social_protection_rating_(1=low_to_6=high),CPIA_trade_rating_(1=low_to_6=high),"Central_government_debt,_total_(%_of_GDP)","Children_out_of_school,_primary",Current_account_balance_(%_of_GDP),Current_health_expenditure_(%_of_GDP),"Current_health_expenditure_per_capita,_PPP_(current_international_$)","Employment_to_population_ratio,_15+,_total_(%)_(modeled_ILO_estimate)",Exports_of_goods_and_services_(%_of_GDP),Exports_of_goods_and_services_(annual_%_growth),Final_consumption_expenditure_(%_of_GDP),Final_consumption_expenditure_(annual_%_growth),"Foreign_direct_investment,_net_inflows_(%_of_GDP)","Foreign_direct_investment,_net_outflows_(%_of_GDP)",GDP_(constant_2015_US$),GDP_(constant_LCU),GDP_growth_(annual_%),GDP_per_capita_(constant_2015_US$),GDP_per_capita_(constant_LCU),GDP_per_capita_growth_(annual_%),"GDP_per_capita,_PPP_(constant_2017_international_$)",GDP_per_person_employed_(constant_2017_PPP_$),"GDP,_PPP_(constant_2017_international_$)",Gini_index,"Government_expenditure_on_education,_total_(%_of_GDP)","Government_expenditure_on_education,_total_(%_of_government_expenditure)",Gross_domestic_income_(constant_LCU),Gross_domestic_savings_(%_of_GDP),Gross_national_expenditure_(constant_2015_US$),Gross_savings_(%_of_GDP),"Hospital_beds_(per_1,000_people)",Human_capital_index_(HCI)_(scale_0-1),"Human_capital_index_(HCI),_lower_bound_(scale_0-1)","Human_capital_index_(HCI),_upper_bound_(scale_0-1)",Income_share_held_by_highest_10%,Income_share_held_by_highest_20%,Income_share_held_by_lowest_10%,Income_share_held_by_lowest_20%,Increase_in_poverty_gap_at_$1.90_($_2011_PPP)_poverty_line_due_to_out-of-pocket_health_care_expenditure_(%_of_poverty_line),Increase_in_poverty_gap_at_$1.90_($_2011_PPP)_poverty_line_due_to_out-of-pocket_health_care_expenditure_(USD),Increase_in_poverty_gap_at_$3.20_($_2011_PPP)_poverty_line_due_to_out-of-pocket_health_care_expenditure_(%_of_poverty_line),Increase_in_poverty_gap_at_$3.20_($_2011_PPP)_poverty_line_due_to_out-of-pocket_health_care_expenditure_(USD),"Inflation,_GDP_deflator_(annual_%)","Inflation,_GDP_deflator:_linked_series_(annual_%)","Inflation,_consumer_prices_(annual_%)","Labor_force,_total","Life_expectancy_at_birth,_total_(years)","Literacy_rate,_adult_total_(%_of_people_ages_15_and_above)","Literacy_rate,_youth_total_(%_of_people_ages_15-24)","Mortality_rate,_infant_(per_1,000_live_births)","Mortality_rate,_under-5_(per_1,000_live_births)",Net_acquisition_of_financial_assets_(current_LCU),Net_barter_terms_of_trade_index_(2000_=_100),"Net_financial_flows,_bilateral_(NFL,_current_US$)",Net_foreign_assets_(current_LCU),Net_investment_in_nonfinancial_assets_(current_LCU),Net_lending_(+)_/_net_borrowing_(-)_(current_LCU),"Net_trade_in_goods_(BoP,_current_US$)",Number_of_under-five_deaths,Ores_and_metals_exports_(%_of_merchandise_exports),"Population,_total",Poverty_gap_at_$2.15_a_day_(2017_PPP)_(%),Poverty_gap_at_$3.65_a_day_(2017_PPP)_(%),Poverty_gap_at_$6.85_a_day_(2017_PPP)_(%),Poverty_headcount_ratio_at_$2.15_a_day_(2017_PPP)_(%_of_population),Poverty_headcount_ratio_at_$3.65_a_day_(2017_PPP)_(%_of_population),Poverty_headcount_ratio_at_$6.85_a_day_(2017_PPP)_(%_of_population),Poverty_headcount_ratio_at_national_poverty_lines_(%_of_population),Present_value_of_external_debt_(current_US$),Price_level_ratio_of_PPP_conversion_factor_(GDP)_to_market_exchange_rate,"Primary_completion_rate,_total_(%_of_relevant_age_group)",Public_private_partnerships_investment_in_ICT_(current_US$),Public_private_partnerships_investment_in_energy_(current_US$),Public_private_partnerships_investment_in_transport_(current_US$),Public_private_partnerships_investment_in_water_and_sanitation_(current_US$),Rail_lines_(total_route-km),"Railways,_goods_transported_(million_ton-km)","Railways,_passengers_carried_(million_passenger-km)",Real_interest_rate_(%),Renewable_electricity_output_(%_of_total_electricity_output),Renewable_energy_consumption_(%_of_total_final_energy_consumption),Renewable_internal_freshwater_resources_per_capita_(cubic_meters),Rural_land_area_(sq._km),Rural_population,Taxes_on_exports_(%_of_tax_revenue),Taxes_on_exports_(current_LCU),Taxes_on_international_trade_(%_of_revenue),Taxes_on_international_trade_(current_LCU),Trade_(%_of_GDP),Trade_in_services_(%_of_GDP),"Unemployment,_total_(%_of_total_labor_force)_(modeled_ILO_estimate)","Unemployment,_youth_total_(%_of_total_labor_force_ages_15-24)_(modeled_ILO_estimate)",Urban_population,Urban_population_(%_of_total_population),Urban_population_growth_(annual_%),"Vulnerable_employment,_total_(%_of_total_employment)_(modeled_ILO_estimate)","Wage_and_salaried_workers,_total_(%_of_total_employment)_(modeled_ILO_estimate)"
Africa Eastern and Southern,2009,26.15136,363149656508.3515,545611000000.0,2.818427495,1071.062834,363149656508.3515,363149656508.3515,2.972222222,3.583333333,363149656508.3515,363149656508.3515,363149656508.3515,6.881587061,199.1017421,66.44536203,27.94465632,-7.26551887,363149656508.3515,2.288572404,2.612144574,0.274459803,752610000000.0,363149656508.3515,0.645423329,1477.414128,363149656508.3515,-2.053726497,3429.780047,8998.823763,1747170000000.0,363149656508.3515,3.585380077,363149656508.3515,363149656508.3515,21.70501965,1288720000000.0,18.62300571,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,7.899822532,363149656508.3515,8.954218024,207294185.0,57.62085154,63.04637146,72.08281708,60.19387069,90.71112919,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,1709349.0,20.32706567,509410477.0,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,70.10656738,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,19.75533847,61.3215362,4185.676105,363149656508.3515,347634312.0,363149656508.3515,363149656508.3515,12.73795746,363149656508.3515,64.77833605,11.90961164,6.295587011,12.54364698,161776165.0,31.7575262,4.113937276,73.45708224,24.02625324
Africa Eastern and Southern,2010,27.48273428,371277180067.8873,575178000000.0,2.589708495,1098.800239,371277180067.8873,371277180067.8873,2.944444444,3.555555556,371277180067.8873,371277180067.8873,371277180067.8873,6.923020029,201.6582852,65.36987167,29.5904817,5.685267549,371277180067.8873,5.497436974,1.642205922,0.403435733,791724000000.0,371277180067.8873,5.197137339,1512.484129,371277180067.8873,2.373742073,3513.493485,9305.087781,1839170000000.0,371277180067.8873,4.496590137,17.54805946,371277180067.8873,21.85745802,1251070000000.0,20.19864205,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,6.128432432,371277180067.8873,5.537537916,212274210.0,58.41114975,63.66257858,73.35224152,58.07454408,86.41638031,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,1657530.0,21.65011083,523459657.0,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,69.55021667,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,21.16299933,62.74775653,4074.302367,371277180067.8873,355003581.0,371277180067.8873,371277180067.8873,8.1988303,371277180067.8873,64.49078077,11.53874366,6.93364463,14.27708594,168456076.0,32.18129099,4.129107029,73.52219304,24.31489666
Africa Eastern and Southern,2011,28.94862794,402140339062.7856,604805000000.0,2.348581824,1124.606462,402140339062.7856,402140339062.7856,2.916666667,3.5,402140339062.7856,402140339062.7856,402140339062.7856,6.774233288,210.8515151,65.61009007,31.19676269,-9.521904871,402140339062.7856,3.583267861,1.845572347,0.307065794,821020000000.0,402140339062.7856,3.700190484,1526.646519,402140339062.7856,0.936366201,3558.462483,9411.374695,1913720000000.0,402140339062.7856,4.385980129,17.02246952,402140339062.7856,21.87501768,1255480000000.0,20.51743901,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,9.430270472,402140339062.7856,8.97120641,218081893.0,59.29327139,65.8645401,75.87869263,56.03620466,82.49150639,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,1609504.0,21.84391903,537792950.0,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,68.32407379,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,21.32377935,62.57314538,3965.823781,402140339062.7856,362377299.0,402140339062.7856,402140339062.7856,7.500917423,402140339062.7856,64.85861018,11.96811652,6.715358057,13.59397646,175415651.0,32.61769197,4.131388529,72.54942299,24.98051954
Africa Eastern and Southern,2012,31.6823177,420562967644.70087,620734000000.0,-0.103950075,1123.437432,420562967644.70087,420562967644.70087,2.842105263,3.421052632,420562967644.70087,420562967644.70087,420562967644.70087,6.563002633,202.8774012,65.52232671,29.67840062,-13.51230449,420562967644.70087,4.21240344,2.536622713,0.528942478,827342000000.0,420562967644.70087,0.770097317,1497.369205,420562967644.70087,-1.917753313,3543.82903,9344.319309,1958070000000.0,420562967644.70087,4.677365065,17.31545067,420562967644.70087,19.82298228,1022590000000.0,18.88113508,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,7.124924166,420562967644.70087,9.158707155,224270791.0,60.05078025,67.39182281,77.62934113,54.1233174,78.7877273,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,1561620.0,20.10343474,552530654.0,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,68.03125763,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,420562967644.70087,21.79582504,61.081094,3593.716152,420562967644.70087,369971909.0,420562967644.70087,420562967644.70087,10.05706099,420562967644.70087,62.8416402,11.93285785,6.599355673,13.40249805,182558745.0,33.0404736,4.072096167,72.09748026,25.47490529
Africa Eastern and Southern,2013,31.61069188,476199687010.5096,649553000000.0,1.812211524,1143.796495,476199687010.5096,476199687010.5096,2.842105263,3.5,476199687010.5096,476199687010.5096,476199687010.5096,6.565592653,214.7243003,65.58453466,28.98543893,4.717142189,476199687010.5096,4.501399513,2.19168155,1.159401853,862334000000.0,476199687010.5096,4.229408197,1518.48285,476199687010.5096,1.410049364,3593.39702,9432.406838,2040660000000.0,476199687010.5096,4.744919777,17.24325943,476199687010.5096,19.30624868,989766000000.0,18.69525397,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,5.648206924,476199687010.5096,5.750981334,231255256.0,60.70986314,68.44510651,78.56748199,52.42163127,75.44268973,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,1517666.0,20.33693635,567891875.0,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,67.65444946,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,476199687010.5096,22.73260394,60.37830549,3496.502758,476199687010.5096,377783210.0,476199687010.5096,476199687010.5096,6.951660714,476199687010.5096,62.47239294,11.92625664,6.512784103,13.10241192,190108665.0,33.47620794,4.135611252,71.68333046,25.93984095
Africa Eastern and Southern,2014,31.82494955,487386123817.621,688724000000.0,3.16760758,1180.027479,487386123817.621,487386123817.621,2.888888889,3.527777778,487386123817.621,487386123817.621,487386123817.621,6.151985451,211.0014038,65.46124962,27.58408629,6.612392581,487386123817.621,3.083835305,2.76011138,1.058701445,897164000000.0,487386123817.621,4.039082193,1537.159571,487386123817.621,1.229959295,3643.014398,9537.245865,2126250000000.0,487386123817.621,4.839839935,18.0970993,487386123817.621,21.0844617,965482000000.0,19.78753668,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,5.685689979,487386123817.621,5.37028961,238203331.0,61.33791145,68.82797241,78.9466095,50.85829781,72.49238369,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,1481488.0,19.79530986,583650827.0,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,67.59300995,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,487386123817.621,24.96658943,60.712292,3402.088577,487386123817.621,385577486.0,487386123817.621,487386123817.621,7.843338184,487386123817.621,59.69289978,12.09319038,6.555645284,12.99278556,198073341.0,33.93695926,4.189538651,71.20951999,26.41163568
Africa Eastern and Southern,2015,33.74440463,490721743989.25104,736872000000.0,4.074133245,1228.103371,490721743989.25104,490721743989.25104,2.888888889,3.527777778,490721743989.25104,490721743989.25104,490721743989.25104,6.482030063,219.5800725,65.49207256,22.98370785,-3.306247329,490721743989.25104,3.722295297,3.118409876,0.802633155,923144000000.0,490721743989.25104,2.895728323,1538.552268,490721743989.25104,0.090601987,3658.718776,9543.223419,2195260000000.0,490721743989.25104,4.815085173,16.9629097,490721743989.25104,19.2708247,975482000000.0,18.47495624,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,5.545064733,490721743989.25104,5.250170864,246038744.0,61.85645243,69.28249359,79.25640869,49.41616445,69.86918586,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,1451394.0,20.505741,600008150.0,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,67.21243286,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,490721743989.25104,25.67587875,61.10639747,3309.33864,14859204.71,393451859.0,490721743989.25104,490721743989.25104,7.585271756,490721743989.25104,54.44615073,11.61612417,6.707141602,12.8743147,206556291.0,34.42558069,4.282731819,70.80697452,26.78428919
Africa Eastern and Southern,2016,38.73335203,549071838822.0321,798941000000.0,5.543908222,1296.188295,549071838822.0321,549071838822.0321,2.916666667,3.5,549071838822.0321,549071838822.0321,549071838822.0321,6.390371124,222.7414084,65.39853119,21.54567053,-2.643447533,549071838822.0321,2.164917327,1.895999513,0.874440334,946093000000.0,549071838822.0321,2.48595245,1534.924746,549071838822.0321,-0.235775007,3654.773597,9512.600317,2252720000000.0,549071838822.0321,4.821875095,17.19881058,549071838822.0321,19.52273372,974534000000.0,19.10592582,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,6.400900454,549071838822.0321,6.571396422,253584828.0,62.44404489,70.05960083,79.81768036,48.04776458,67.36392905,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,1421125.0,19.12589186,616377331.0,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,67.47981262,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,549071838822.0321,3221.445528,549071838822.0321,401294002.0,549071838822.0321,549071838822.0321,8.323874658,549071838822.0321,50.98839221,11.12380874,6.855589424,13.0076466,215083329.0,34.89474989,4.128190896,70.54158525,26.96939599
Africa Eastern and Southern,2017,40.09216329,552788640450.1589,799094000000.0,-2.568357972,1262.89754,552788640450.1589,552788640450.1589,2.842105263,3.394736842,552788640450.1589,552788640450.1589,552788640450.1589,6.317424226,214.8961461,65.38265388,21.5751055,5.046915956,552788640450.1589,2.262217721,0.990429978,1.336438999,971065000000.0,552788640450.1589,2.639537019,1534.683482,552788640450.1589,-0.015718333,3659.361146,9495.344231,2315450000000.0,552788640450.1589,4.862555027,17.15076065,552788640450.1589,21.54685208,999359000000.0,19.96940327,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,5.217430866,552788640450.1589,6.399343416,261328490.0,62.9223846,69.99945068,80.20114136,46.63862731,65.09105284,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,1397163.0,19.67302646,632746296.0,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,68.66490173,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,552788640450.1589,3138.10097,552788640450.1589,409014178.0,552788640450.1589,552788640450.1589,7.736817066,552788640450.1589,50.01970733,10.30878298,6.940365035,12.97364917,223732118.0,35.3588983,4.02113406,70.25001045,27.19569026
Africa Eastern and Southern,2018,42.88097663,572686429093.6163,836267000000.0,1.91212017,1287.045658,572686429093.6163,572686429093.6163,2.916666667,3.527777778,572686429093.6163,572686429093.6163,572686429093.6163,6.323236082,214.7087603,65.1686163,25.15544536,3.821591948,572686429093.6163,2.120720049,1.345066517,0.537286349,996418000000.0,572686429093.6163,2.61079684,1533.524108,572686429093.6163,-0.075544826,3661.769172,9475.824006,2379260000000.0,572686429093.6163,4.834589958,17.30670452,572686429093.6163,19.49765026,1027030000000.0,19.86724247,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,3.980391277,572686429093.6163,4.720811389,269106599.0,63.36585795,70.42024994,80.44947815,45.26828401,62.85718936,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,1375838.0,20.00183322,649756874.0,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,70.19766235,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,572686429093.6163,3055.937964,572686429093.6163,416834659.0,572686429093.6163,572686429093.6163,7.568959786,572686429093.6163,52.97797783,10.98245413,6.913046436,12.88770793,232922215.0,35.84759569,4.107634202,69.9927205,27.51617707
Africa Eastern and Southern,2019,44.0739121,664236706933.0513,854111000000.0,-0.542763805,1280.06004,664236706933.0513,664236706933.0513,2.868421053,3.394736842,664236706933.0513,664236706933.0513,664236706933.0513,6.272034089,217.4562369,65.02429209,23.64853368,-3.124869729,664236706933.0513,2.193706663,1.502550458,0.22047536,1016730000000.0,664236706933.0513,2.038298519,1523.775055,664236706933.0513,-0.635728676,3648.708762,9425.34371,2434570000000.0,664236706933.0513,4.600084305,15.35272026,664236706933.0513,19.95200855,1049240000000.0,21.13676195,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,4.456657862,664236706933.0513,4.12024587,277366044.0,63.75567361,71.5740509,80.98674774,44.08134954,60.85591681,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,1356496.0,22.23068458,667242712.0,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,70.91327667,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,664236706933.0513,2975.845942,664236706933.0513,424791683.0,664236706933.0513,664236706933.0513,7.833025936,664236706933.0513,50.1242823,10.50530678,7.121663747,13.28100216,242451029.0,36.33625755,4.090985482,69.91973452,27.56865392
Africa Eastern and Southern,2020,45.60960429,730253749908.386,811405000000.0,-7.477902227,1184.338402,730253749908.386,730253749908.386,2.894736842,3.447368421,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,63.74017365,21.93553042,-11.94292926,730253749908.386,-2.062270045,1.391214549,-0.23314287,985792000000.0,730253749908.386,-3.042653147,1438.876104,730253749908.386,-5.57161969,3455.516252,9202.824523,2367420000000.0,730253749908.386,4.608170033,14.56408978,730253749908.386,19.69114461,1011690000000.0,20.87389151,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,5.197024152,730253749908.386,6.362960553,278159718.0,63.31385599,71.88990784,81.22537994,43.02777794,59.08730887,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,1337747.0,24.7891971,685112705.0,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,71.96916199,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,432797335.0,730253749908.386,730253749908.386,7.510592532,730253749908.386,46.56136332,8.156291324,7.631303418,14.13864068,252315370.0,36.8283008,4.068591105,730253749908.386,730253749908.386
Africa Western and Central,1999,34.81042847,235969024005.94077,249151000000.0,4.733290398,949.5204655,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,62.32882398,26.54414451,-2.896875407,235969024005.94077,-2.913720372,1.56206687,0.08533553,309561000000.0,235969024005.94077,1.415074946,1179.742378,235969024005.94077,-1.257193055,2644.524414,7618.786452,693915000000.0,235969024005.94077,2.514170051,16.82036018,235969024005.94077,28.67720728,290855000000.0,37.33844273,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,7.612078194,235969024005.94077,0.37226617,95721029.0,49.75011677,51.35570908,64.74047852,101.5690239,174.0801931,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,1871418.0,3.534832582,262397030.0,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,59.78691101,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,50.18337362,83.90024707,7234.990427,235969024005.94077,170916194.0,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,43.90685557,10.90974261,4.637772806,8.925398919,91480836.0,34.86351804,4.110491131,87.05043761,11.89448304
Africa Western and Central,2000,34.10216004,227044988038.0501,261367000000.0,2.095615213,969.4187608,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,3.771301828,78.7972697,62.21946617,36.23347081,2.673496677,227044988038.0501,1.672694344,1.823296116,0.751853978,321150000000.0,227044988038.0501,3.743666617,1191.155978,227044988038.0501,0.96746547,2666.631785,7691.944624,718956000000.0,227044988038.0501,2.565020084,15.32380962,227044988038.0501,37.69163964,300542000000.0,41.53390934,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,5.28980486,227044988038.0501,2.530775167,98299870.0,50.22195388,47.38473129,60.15111923,99.14004419,169.2071262,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,1868219.0,4.104631832,269611898.0,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,60.48762131,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,52.85887292,83.26934289,7041.380644,9012554.639,174339008.0,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,56.48041336,10.97605917,4.666422637,8.970251435,95272890.0,35.33704938,4.145189491,86.47718807,12.47133849
Africa Western and Central,2001,35.2168999,246000157131.23685,299476000000.0,11.46005078,1080.514643,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,3.775135736,82.32676767,62.22541175,30.80566954,-9.784991838,246000157131.23685,36.16512452,2.196718078,-0.263225908,337906000000.0,246000157131.23685,5.217662813,1219.173837,246000157131.23685,2.352157043,2729.48729,7874.662286,756505000000.0,246000157131.23685,2.42614007,15.73152494,246000157131.23685,27.44583254,371216000000.0,29.52731782,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,4.3199575,246000157131.23685,4.36152914,100980224.0,50.56514413,48.75516891,61.13882828,96.53686652,164.1274005,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,1858274.0,4.184378413,277160097.0,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,61.36175156,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,51.32355861,82.01679597,6849.615152,246000157131.23685,177535155.0,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,56.55041379,12.04184919,4.581780566,8.878305146,99624942.0,35.94490802,4.567985709,86.4893397,12.454062
